,guest_size,total_interactions,message_length,total_reviews,lead_time,days_of_stay,reply_t,accepted,contact_me,past_booker
3606,1.0,7,56.0,12.0,34,6,4.416666666666667,1,1,0
3608,6.0,4,184.0,0.0,211,10,127.13333333333335,0,1,1
3611,2.0,8,265.0,1.0,0,1,6.85,0,0,1
3612,4.0,10,59.0,2.0,156,8,4182.450000000002,0,0,1
3613,4.0,4,336.0,15.0,170,4,33.93333333333334,1,1,0
3614,1.0,4,92.0,7.0,51,2,2.1333333333333333,0,1,0
3615,8.0,3,79.0,0.0,28,5,28.8,0,1,0
3616,2.0,2,99.0,3.0,148,3,152676.31666666668,0,0,1
3618,1.0,3,15.0,43.0,4,3,6.9833333333333325,0,1,0
3619,1.0,4,321.0,12.0,6,2,4.816666666666666,0,1,0
3622,1.0,4,366.0,0.0,21,6,715.15,0,0,0
3623,2.0,12,81.0,5.0,3,1,5.616666666666666,1,0,1
3624,2.0,7,353.0,16.0,192,24,704.8,1,1,1
3625,4.0,2,116.0,0.0,23,5,3.066666666666667,0,1,1
3626,2.0,4,160.0,0.0,103,3,846.5833333333335,0,1,1
3627,4.0,2,176.0,3.0,30,5,40.78333333333333,0,1,0
3628,2.0,11,795.0,0.0,197,9,16.116666666666667,0,1,0
3629,2.0,3,523.0,48.0,312,2,1055.6166666666668,0,1,0
3630,3.0,2,413.0,0.0,134,3,2122.616666666667,0,1,0
3631,8.0,3,130.0,1.0,263,6,341.7,0,1,0
3634,2.0,6,183.0,1.0,14,2,219.75,1,1,0
3635,1.0,4,202.0,7.0,18,7,355.95,1,1,1
3636,2.0,2,198.0,26.0,162,2,96.01666666666668,0,1,1
3638,4.0,9,198.0,3.0,30,4,228.16666666666663,0,1,0
3639,3.0,8,206.0,2.0,19,8,137.55,1,1,1
3640,4.0,2,411.0,1.0,138,27,133.45000000000002,0,1,0
3641,2.0,10,450.0,0.0,33,60,4.466666666666667,1,1,1
3642,4.0,2,19.0,2.0,50,3,1208.7,0,1,0
3643,3.0,23,204.0,9.0,1,1,208.6833333333333,1,0,1
3644,3.0,5,277.0,13.0,10,5,13.566666666666665,0,1,0
3647,4.0,6,771.0,1.0,158,19,1471.95,1,1,0
3648,4.0,5,0.0,23.0,4,4,3069.766666666667,0,0,1
3649,2.0,13,28.0,13.0,7,2,77.21666666666667,1,0,1
3650,2.0,3,287.0,0.0,153,17,988.4500000000003,0,1,1
3651,2.0,3,160.0,2.0,212,3,1894.1,0,1,0
3653,8.0,5,448.0,0.0,86,3,365.06666666666666,0,0,0
3657,2.0,2,197.0,4.0,4,1,980.6166666666667,0,0,1
3658,1.0,5,346.0,0.0,164,21,212640.15,0,1,0
3659,8.0,2,109.0,4.0,30,5,334.56666666666666,0,1,0
3662,1.0,10,248.0,0.0,53,11,22.83333333333333,1,1,0
3664,1.0,2,309.0,21.0,27,5,56.0,0,1,1
3666,2.0,2,151.0,0.0,19,4,771.9666666666667,0,0,0
3667,1.0,2,415.0,1.0,12,2,85.8,0,1,0
3668,2.0,10,79.0,0.0,16,91,311.46666666666664,1,1,0
3670,1.0,21,155.0,24.0,7,7,38.2,1,1,1
3672,3.0,3,136.0,2.0,28,3,415.15,0,1,0
3673,1.0,2,123.0,0.0,151,14,911.2333333333332,0,1,0
3674,1.0,13,62.0,0.0,10,28,551.9833333333332,0,0,1
3675,1.0,2,0.0,11.0,104,18,0.0,0,0,0
3677,2.0,3,75.0,0.0,14,6,783.0833333333335,0,1,0
3678,3.0,5,67.0,0.0,0,3,5.283333333333333,0,0,1
3680,1.0,2,907.0,20.0,5,6,70.18333333333334,0,1,0
3683,2.0,2,154.0,1.0,53,2,4958.15,0,0,0
3685,2.0,6,68.0,0.0,20,5,3620.233333333333,0,1,0
3686,1.0,6,482.0,27.0,34,3,384.38333333333327,0,0,1
3689,2.0,3,199.0,28.0,43,7,139.36666666666667,1,1,1
3690,1.0,2,277.0,1.0,170,3,2.0000000000000004,0,1,0
3691,6.0,10,75.0,13.0,188,5,794.8333333333335,0,1,1
3694,6.0,19,93.0,13.0,1,2,32.00000000000001,1,0,1
3695,2.0,5,132.0,1.0,100,3,190.23333333333332,0,0,0
3698,4.0,2,208.0,0.0,183,19,1671.0666666666666,0,1,0
3699,7.0,3,338.0,0.0,180,2,3755.616666666667,0,0,1
3700,2.0,2,327.0,52.0,10,2,14.416666666666664,0,1,0
3701,6.0,2,76.0,0.0,177,2,194.6833333333333,0,1,1
3702,3.0,17,153.0,0.0,27,7,110.03333333333332,0,1,0
3703,2.0,26,263.0,2.0,322,7,0.0,1,1,0
3704,2.0,5,349.0,36.0,288,2,4.383333333333334,0,1,1
3706,2.0,2,186.0,0.0,206,16,993.7333333333336,0,1,0
3708,3.0,6,162.0,12.0,17,2,256.1666666666667,1,0,0
3709,2.0,2,857.0,1.0,128,63,476.9333333333333,0,1,1
3711,2.0,4,713.0,9.0,211,8,444.6,0,1,0
3712,1.0,6,143.0,0.0,33,92,442.03333333333336,0,1,0
3713,3.0,2,290.0,0.0,28,7,131.43333333333334,0,1,1
3716,1.0,5,682.0,5.0,91,17,1289.6666666666667,1,1,0
3717,5.0,9,274.0,3.0,44,2,92.46666666666668,1,0,1
3718,5.0,3,89.0,0.0,134,9,1430.8833333333334,0,1,1
3719,6.0,2,125.0,0.0,27,5,21368.366666666665,0,1,0
3720,3.0,25,196.0,0.0,29,3,310.6,1,1,0
3722,2.0,6,120.0,87.0,2,7,0.0,1,1,0
3723,2.0,23,183.0,0.0,59,2,540.7500000000001,1,0,0
3724,4.0,5,168.0,0.0,25,4,2503.883333333333,1,1,0
3726,1.0,5,101.0,12.0,7,2,9.65,1,0,1
3727,3.0,2,415.0,2.0,85,12,4.95,0,1,1
3728,4.0,4,404.0,1.0,27,4,105.73333333333332,0,0,0
3729,2.0,8,0.0,18.0,87,7,333.8333333333333,0,0,0
3730,1.0,28,140.0,0.0,131,2,215.3,0,1,1
3733,3.0,18,148.0,50.0,19,6,527.8000000000002,1,0,1
3734,2.0,2,249.0,4.0,250,16,5.4,0,0,1
3736,4.0,12,166.0,0.0,144,7,992.8333333333336,1,1,0
3738,3.0,5,295.0,0.0,20,8,25.48333333333333,1,1,0
3739,5.0,18,194.0,9.0,28,3,172.0,1,0,1
3740,6.0,6,276.0,7.0,28,4,217.9333333333333,1,0,1
3743,2.0,10,36.0,81.0,19,5,97.68333333333334,1,0,1
3744,2.0,3,161.0,0.0,194,6,476.66666666666674,1,1,1
3745,3.0,2,62.0,3.0,23,5,754.9166666666665,0,1,0
3746,2.0,6,196.0,59.0,41,5,33.01666666666667,1,1,0
3748,1.0,12,197.0,7.0,18,5,31.93333333333333,1,1,0
3749,2.0,4,504.0,48.0,195,13,2754.433333333333,0,1,0
3750,5.0,9,373.0,12.0,15,4,17.583333333333332,1,1,1
3751,4.0,3,42.0,0.0,191,4,771.85,1,1,0
3752,6.0,3,635.0,4.0,73,6,410.13333333333327,1,1,1
3753,2.0,2,185.0,3.0,9,1,2715.4666666666667,0,1,1
3756,2.0,5,384.0,18.0,20,29,59.06666666666667,0,1,1
3757,1.0,5,31.0,18.0,16,1,1039.4833333333333,1,0,0
3758,4.0,2,57.0,17.0,31,5,1128.9833333333333,0,1,0
3759,1.0,10,356.0,17.0,7,7,1.5333333333333334,1,0,1
3760,2.0,7,0.0,19.0,65,3,18.066666666666666,1,0,0
3761,2.0,3,157.0,6.0,270,7,136.18333333333334,0,1,0
3762,1.0,7,47.0,14.0,29,305,15.416666666666668,0,1,1
3763,2.0,3,162.0,88.0,6,2,262.01666666666665,0,0,0
3764,2.0,4,159.0,0.0,75,5,1.6333333333333333,0,1,0
3766,6.0,5,72.0,0.0,112,6,187.55,0,0,0
3767,1.0,23,261.0,0.0,193,18,73.85,0,0,0
3768,7.0,5,532.0,23.0,31,2,69.26666666666667,0,1,0
3769,2.0,6,493.0,0.0,71,3,942.4,0,0,1
3771,2.0,16,537.0,10.0,15,9,3.783333333333333,0,1,0
3772,1.0,3,251.0,5.0,35,31,503.36666666666673,1,1,0
3773,1.0,6,346.0,1.0,18,6,2369.95,0,0,0
3774,8.0,3,80.0,2.0,197,8,934.5666666666667,0,0,0
3775,2.0,4,540.0,0.0,25,7,2.7666666666666666,0,0,1
3776,2.0,15,455.0,5.0,177,8,683.7166666666667,1,1,1
3777,7.0,2,58.0,3.0,12,4,4187.983333333334,0,0,1
3779,1.0,9,437.0,6.0,28,31,9017.533333333333,0,0,1
3780,4.0,3,187.0,8.0,42,3,4.250000000000001,1,1,1
3781,4.0,2,268.0,12.0,28,3,0.26666666666666666,0,1,1
3782,5.0,2,95.0,7.0,211,6,246.15000000000003,0,0,1
3783,2.0,3,101.0,7.0,89,24,539.85,1,1,0
3784,4.0,2,258.0,19.0,129,3,11.15,0,1,1
3785,4.0,14,567.0,21.0,15,3,10.233333333333333,1,0,0
3786,1.0,2,34.0,0.0,184,14,2143.350000000001,0,1,0
3787,2.0,4,193.0,15.0,96,4,354.7,1,1,1
3788,5.0,4,0.0,9.0,5,1,9.116666666666667,1,0,0
3789,2.0,4,120.0,19.0,3,1,0.3666666666666665,0,1,0
3791,4.0,4,177.0,0.0,190,16,199.05,0,1,0
3792,2.0,2,584.0,0.0,23,10,520.6833333333334,0,1,0
3793,2.0,5,238.0,2.0,94,4,312.56666666666666,0,1,1
3795,1.0,3,50.0,11.0,18,3,64.2,0,1,0
3797,3.0,3,156.0,10.0,0,1,62.38333333333334,0,0,0
3798,5.0,23,341.0,2.0,85,7,7.166666666666668,1,0,1
3799,4.0,6,263.0,3.0,84,9,7.6,0,1,0
3801,2.0,2,299.0,0.0,113,100,601.8666666666667,0,1,0
3802,2.0,2,234.0,3.0,94,7,740.9666666666667,0,0,1
3803,3.0,2,247.0,0.0,208,10,481.05,0,0,0
3804,2.0,2,277.0,1.0,194,6,1211.9,0,0,1
3805,4.0,3,385.0,0.0,59,12,163.25,0,1,1
3806,2.0,8,205.0,47.0,130,2,8.200000000000001,1,0,0
3807,1.0,2,329.0,8.0,76,334,491.6833333333333,0,1,0
3808,2.0,2,579.0,1.0,61,8,16.55,0,1,0
3809,1.0,2,487.0,5.0,55,22,1007.4166666666667,0,1,1
3811,2.0,3,12.0,21.0,24,5,95.5,0,0,1
3812,2.0,3,210.0,4.0,3,2,359.05,0,0,1
3813,5.0,5,63.0,0.0,5,3,323.3666666666667,0,0,1
3814,2.0,2,129.0,0.0,62,2,17014.850000000002,0,1,0
3815,4.0,6,109.0,0.0,15,9,117.43333333333334,1,0,1
3816,3.0,60,320.0,0.0,65,18,120.91666666666669,0,0,0
3817,1.0,5,123.0,0.0,26,7,5.566666666666666,1,1,0
3818,4.0,3,37.0,17.0,171,4,24.066666666666666,1,1,1
3819,1.0,5,77.0,3.0,68,7,17.833333333333332,0,0,1
3820,1.0,6,109.0,8.0,133,4,190.6833333333333,1,1,1
3821,5.0,30,245.0,0.0,58,8,454.11666666666673,1,1,0
3822,2.0,2,0.0,7.0,17,7,667.5666666666667,0,0,0
3823,3.0,2,104.0,0.0,196,17,45.23333333333333,0,1,0
3824,11.0,7,111.0,24.0,120,4,5.9,1,1,1
3826,7.0,4,126.0,1.0,11,5,100.11666666666666,0,1,0
3827,1.0,19,322.0,14.0,95,12,702.6666666666665,1,0,0
3829,2.0,10,285.0,23.0,8,5,56.55,1,0,1
3830,2.0,38,0.0,5.0,5,1,9.333333333333334,1,0,0
3831,1.0,4,356.0,3.0,4,8,248.41666666666669,1,1,0
3833,2.0,2,232.0,0.0,23,7,8.05,0,1,0
3834,3.0,12,52.0,0.0,38,27,150.25,0,1,0
3835,1.0,11,309.0,15.0,33,4,7.366666666666666,1,1,0
3836,2.0,6,88.0,26.0,5,2,405.13333333333327,0,1,0
3837,4.0,8,101.0,0.0,206,8,77.8,0,0,0
3838,2.0,4,114.0,18.0,64,4,312.68333333333334,0,1,1
3839,1.0,6,430.0,1.0,11,29,1232.4,0,1,1
3840,2.0,3,100.0,0.0,109,41,96.21666666666668,0,1,0
3842,2.0,3,205.0,1.0,6,4,1154.5833333333333,0,1,1
3844,3.0,4,150.0,18.0,23,4,144.71666666666667,0,0,0
3846,4.0,3,187.0,0.0,73,1,55.91666666666666,0,0,0
3847,4.0,2,113.0,1.0,207,3,1330.3333333333333,0,1,0
3848,2.0,14,361.0,0.0,46,3,649.2666666666668,1,1,0
3849,1.0,3,135.0,1.0,27,3,1050.0833333333335,0,0,1
3850,2.0,6,198.0,13.0,32,4,41.98333333333333,0,0,0
3852,4.0,2,0.0,1.0,197,3,0.0,0,0,0
3853,3.0,2,155.0,64.0,29,4,8.216666666666667,0,1,0
3854,1.0,4,306.0,11.0,89,11,2.8833333333333333,1,1,0
3855,3.0,4,173.0,99.0,4,7,4.35,1,1,0
3856,2.0,4,123.0,1.0,24,4,1280.8333333333333,0,1,0
3857,3.0,2,119.0,6.0,182,3,0.11666666666666667,0,1,0
3858,5.0,2,96.0,0.0,29,5,266.01666666666665,0,1,0
3860,5.0,7,165.0,0.0,113,11,14.033333333333333,1,1,1
3861,1.0,8,175.0,1.0,4,7,137.31666666666666,1,1,0
3862,5.0,3,26.0,0.0,72,4,1800.95,0,1,1
3863,2.0,5,409.0,71.0,26,2,718.2,1,0,1
3864,6.0,22,85.0,1.0,212,12,14.3,1,1,0
3865,4.0,11,208.0,58.0,22,3,1097.8333333333333,1,1,1
3866,1.0,3,217.0,11.0,11,4,817.55,0,0,0
3867,4.0,14,201.0,0.0,94,2,47.55,1,1,0
3869,2.0,2,276.0,0.0,2,5,733.3833333333333,0,1,1
3870,1.0,2,328.0,0.0,163,6,707.2833333333333,0,1,0
3873,1.0,3,153.0,1.0,209,8,1282.8,0,1,0
3874,2.0,7,0.0,23.0,261,17,0.4833333333333334,0,0,0
3875,3.0,2,228.0,0.0,7,5,7134.45,0,1,0
3876,1.0,10,137.0,51.0,2,1,94.25,0,0,1
3877,4.0,3,156.0,41.0,63,2,377.1,0,1,1
3878,2.0,2,218.0,47.0,15,2,1036.7,0,1,1
3879,1.0,4,260.0,16.0,23,2,5.316666666666666,0,0,0
3880,2.0,5,266.0,2.0,200,6,5543.6,1,1,0
3881,2.0,5,368.0,0.0,195,1,2722.5333333333333,0,0,0
3882,1.0,7,106.0,1.0,29,15,8.816666666666666,0,0,1
3883,5.0,3,171.0,0.0,23,3,1292.65,1,1,0
3885,3.0,6,324.0,12.0,44,3,6.8,0,0,0
3889,2.0,3,161.0,14.0,10,2,502.9666666666668,1,1,0
3890,6.0,17,118.0,4.0,52,2,129.75000000000003,1,0,0
3891,1.0,4,283.0,0.0,176,1,97.43333333333334,0,1,0
3892,2.0,3,397.0,0.0,193,4,1086.9,0,1,0
3894,2.0,3,19.0,0.0,65,15,1102.9333333333334,0,1,0
3895,1.0,3,45.0,1.0,110,28,141.48333333333332,0,1,0
3896,2.0,3,231.0,0.0,72,2,771.8333333333335,0,0,1
3898,6.0,31,140.0,87.0,145,4,854.9833333333332,1,0,0
3900,1.0,2,153.0,0.0,21,7,4331.833333333334,0,1,0
3902,10.0,3,101.0,0.0,84,3,244.80000000000004,0,1,0
3906,2.0,8,268.0,0.0,83,5,1.55,0,1,0
3907,2.0,2,92.0,11.0,350,4,6.0,0,1,0
3908,4.0,7,469.0,0.0,125,11,781.0666666666667,0,1,0
3909,1.0,7,210.0,2.0,29,152,46.85,0,1,0
3910,2.0,11,123.0,62.0,44,8,55.1,1,0,1
3913,2.0,7,0.0,1.0,17,4,157.41666666666666,0,0,0
3914,2.0,3,134.0,0.0,24,4,2703.85,0,1,0
3916,2.0,2,148.0,20.0,40,5,467.03333333333336,0,0,0
3917,2.0,9,412.0,7.0,4,1,79.75,1,0,1
3918,2.0,2,0.0,12.0,213,2,0.08333333333333333,0,0,1
3920,2.0,5,0.0,0.0,94,8,67.18333333333334,0,0,1
3921,2.0,4,49.0,0.0,94,7,2.25,0,1,0
3922,2.0,9,866.0,1.0,41,5,140.9,1,0,1
3926,11.0,5,162.0,0.0,67,7,853.8,0,1,0
3927,1.0,11,3.0,0.0,9,18,120.6,1,0,1
3928,2.0,18,558.0,39.0,102,8,504.91666666666674,1,0,1
3929,4.0,7,211.0,0.0,11,2,11.45,0,0,0
3930,5.0,2,193.0,0.0,210,15,6832.783333333334,0,1,0
3931,2.0,23,280.0,72.0,158,3,1443.2,1,1,0
3932,3.0,5,259.0,0.0,180,2,800.1833333333333,0,1,0
3933,2.0,3,351.0,6.0,17,7,814.0166666666668,1,1,1
3934,3.0,3,175.0,33.0,5,10,16.666666666666668,1,1,0
3935,4.0,3,157.0,36.0,124,6,19.066666666666666,1,1,0
3938,6.0,3,62.0,0.0,181,7,5301.883333333333,1,1,0
3939,4.0,5,93.0,3.0,85,2,624.7833333333333,0,1,0
3940,4.0,2,140.0,2.0,16,6,1467.0666666666666,0,1,1
3941,1.0,9,339.0,0.0,175,18,77.75,0,1,1
3942,2.0,7,148.0,0.0,199,10,1655.1166666666666,0,1,0
3943,5.0,3,149.0,1.0,62,4,1252.75,0,1,0
3945,2.0,3,101.0,2.0,118,14,1480.3,0,1,1
3946,4.0,2,485.0,2.0,21,5,124.01666666666668,0,0,0
3947,2.0,3,101.0,0.0,79,5,743.45,0,1,0
3948,1.0,2,537.0,16.0,9,11,32.01666666666667,0,1,1
3949,2.0,14,175.0,0.0,82,8,7.9333333333333345,1,1,0
3950,2.0,3,167.0,44.0,18,1,1292.4833333333333,0,0,1
3951,2.0,6,258.0,1.0,152,20,55.55,0,0,0
3952,4.0,7,402.0,0.0,83,9,593.6166666666667,0,1,0
3953,5.0,8,150.0,0.0,57,3,62.38333333333334,1,0,1
3955,1.0,5,77.0,4.0,11,91,168.11666666666667,0,1,0
3956,3.0,2,48.0,2.0,54,5,23003.71666666667,0,1,0
3957,4.0,28,3.0,0.0,54,1,121.48333333333332,1,0,0
3958,4.0,4,346.0,0.0,58,11,798.4666666666667,0,1,0
3959,3.0,6,334.0,12.0,20,15,43.26666666666666,1,1,1
3960,1.0,10,98.0,0.0,36,9,173.01666666666668,0,1,1
3961,4.0,9,247.0,26.0,219,10,41.5,0,0,0
3962,4.0,3,0.0,0.0,127,14,779.3,0,0,0
3963,4.0,7,0.0,3.0,172,4,1339.95,0,0,1
3965,6.0,5,208.0,3.0,119,3,722.3333333333335,1,1,1
3966,3.0,9,49.0,0.0,25,4,20.216666666666665,0,1,0
3967,7.0,4,169.0,1.0,212,6,794.9166666666665,0,1,0
3968,4.0,2,433.0,0.0,3,1,528.3333333333334,0,1,0
3969,2.0,4,511.0,34.0,111,4,80.8,1,1,1
3970,1.0,2,106.0,0.0,28,4,72.41666666666667,0,1,0
3971,4.0,4,71.0,0.0,185,1,26.216666666666665,0,1,0
3973,1.0,2,215.0,10.0,13,42,29.15,0,1,0
3975,4.0,2,238.0,0.0,85,2,85.33333333333333,0,1,0
3976,2.0,4,117.0,16.0,13,6,58.68333333333333,1,1,1
3977,2.0,3,280.0,0.0,36,15,380.45,0,1,0
3978,7.0,5,36.0,0.0,20,6,788.9666666666667,0,1,0
3979,2.0,12,11.0,6.0,7,2,15.783333333333335,1,0,0
3980,8.0,3,255.0,9.0,47,3,0.0,1,0,0
3982,3.0,2,248.0,0.0,9,3,521.8666666666667,0,1,0
3983,5.0,2,202.0,6.0,29,3,79.83333333333333,0,1,0
3985,3.0,10,194.0,1.0,103,9,138.21666666666667,0,1,0
3986,2.0,2,499.0,162.0,23,3,179.68333333333337,0,1,1
3987,1.0,2,362.0,0.0,1,2,176.08333333333337,0,1,0
3988,2.0,2,240.0,1.0,262,6,1474.95,0,1,0
3990,4.0,8,237.0,0.0,49,1,12564.283333333333,0,0,0
3991,8.0,2,52.0,0.0,22,3,395.83333333333326,0,1,1
3993,2.0,10,220.0,3.0,6,7,434.05,0,1,1
3994,6.0,3,87.0,1.0,188,7,15.1,1,1,0
3995,1.0,2,96.0,0.0,143,5,1372.7333333333333,0,0,1
3996,4.0,3,56.0,4.0,103,4,1407.6166666666666,0,1,1
3998,5.0,5,104.0,0.0,23,4,1.05,1,1,0
3999,2.0,8,493.0,21.0,4,32,2.4166666666666665,0,1,0
4000,3.0,15,323.0,0.0,170,10,331.85,0,1,0
4001,6.0,3,174.0,0.0,168,2,684.8666666666667,0,1,0
4004,1.0,3,121.0,3.0,8,30,1116.4166666666667,0,0,1
4005,2.0,4,114.0,0.0,17,32,910.9833333333332,0,0,1
4006,2.0,3,0.0,0.0,93,2,33.71666666666667,0,0,0
4007,2.0,7,96.0,21.0,27,6,5.533333333333332,0,0,0
4008,2.0,3,230.0,13.0,152,6,12.683333333333335,0,0,0
4009,5.0,4,195.0,23.0,241,5,371.75,1,1,0
4010,2.0,2,231.0,0.0,49,3,37.1,0,1,0
4011,1.0,18,114.0,7.0,18,10,12.516666666666667,1,0,0
4012,8.0,5,451.0,26.0,283,7,0.5666666666666667,0,0,0
4013,3.0,3,0.0,1.0,161,8,301.65,0,0,1
4014,1.0,20,41.0,3.0,17,2,127.21666666666668,1,0,1
4015,1.0,3,235.0,7.0,48,9,1099.5666666666666,1,1,0
4016,1.0,2,275.0,1.0,1,1,44.96666666666667,0,1,1
4017,2.0,10,63.0,0.0,34,28,44.58333333333334,0,1,0
4018,4.0,4,144.0,0.0,208,6,7.616666666666667,0,1,1
4020,1.0,12,120.0,2.0,1,5,2.466666666666667,1,1,0
4021,5.0,5,218.0,26.0,1,4,17.516666666666666,0,0,0
4022,5.0,13,229.0,15.0,24,7,661.75,1,1,0
4023,4.0,4,112.0,2.0,32,4,715.9833333333332,0,1,0
4024,3.0,2,62.0,0.0,90,8,1243.95,0,1,1
4025,1.0,4,139.0,0.0,46,20,1214.9333333333334,0,1,1
4026,4.0,7,464.0,1.0,82,4,61.91666666666667,1,1,0
4027,2.0,2,246.0,2.0,0,3,290.4166666666667,0,1,1
4028,2.0,2,221.0,0.0,149,10,78.61666666666666,0,1,0
4029,3.0,2,128.0,0.0,129,20,1320.2166666666667,0,1,0
4030,1.0,54,189.0,0.0,8,32,40.75,1,1,0
4031,9.0,6,0.0,1.0,35,3,13.45,0,0,0
4032,1.0,3,40.0,3.0,16,11,23.716666666666665,1,1,0
4033,4.0,3,287.0,11.0,19,1,1006.1833333333336,0,1,1
4034,1.0,3,356.0,53.0,2,2,4.266666666666667,0,0,1
4035,2.0,6,10.0,1.0,99,2,1270.9,1,1,0
4037,4.0,4,820.0,0.0,157,7,1607.6333333333334,0,1,1
4039,2.0,2,485.0,0.0,134,6,30.2,0,1,1
4040,2.0,2,0.0,33.0,8,1,14.2,0,0,1
4041,2.0,3,359.0,0.0,139,20,571.9333333333333,0,1,0
4042,8.0,3,543.0,16.0,127,10,1697.3,0,1,1
4043,2.0,4,63.0,29.0,255,5,704.4166666666665,1,1,0
4044,2.0,5,94.0,4.0,8,3,2.7,1,1,0
4045,2.0,23,159.0,4.0,63,1,6164.7,1,1,0
4046,3.0,4,293.0,93.0,323,5,1048.6333333333334,1,1,1
4047,3.0,3,805.0,1.0,200,6,94.6,0,1,0
4048,2.0,3,144.0,0.0,54,31,29.016666666666666,1,1,0
4049,2.0,3,189.0,2.0,232,4,970.4833333333332,0,1,1
4050,1.0,4,306.0,5.0,11,24,30.11666666666667,0,1,0
4051,2.0,8,123.0,77.0,6,4,10.766666666666667,1,0,1
4052,3.0,3,266.0,4.0,11,3,131.46666666666667,1,1,1
4054,2.0,2,25.0,0.0,7,2,1077.0500000000004,0,0,0
4055,1.0,7,0.0,2.0,15,2,1335.05,0,0,1
4056,2.0,33,293.0,4.0,91,11,4.250000000000001,1,1,0
4057,3.0,13,0.0,0.0,8,3,7.566666666666666,1,0,1
4058,6.0,2,204.0,20.0,30,5,53.8,0,1,1
4062,5.0,2,24.0,1.0,247,17,33.583333333333336,0,1,1
4063,5.0,2,202.0,0.0,102,1,1492.083333333333,0,1,0
4065,2.0,13,274.0,31.0,35,5,166.65,1,0,0
4066,2.0,4,165.0,16.0,19,4,42.28333333333333,0,1,1
4067,3.0,4,352.0,0.0,53,9,139.55,1,1,0
4069,1.0,4,139.0,7.0,7,4,107.96666666666668,1,1,0
4070,5.0,2,51.0,0.0,20,6,1094.7166666666667,0,1,0
4071,8.0,4,326.0,3.0,179,7,313.3666666666667,0,0,1
4072,10.0,7,85.0,0.0,198,6,6.55,1,1,0
4074,2.0,14,269.0,3.0,67,4,6.366666666666666,1,0,0
4075,1.0,8,67.0,90.0,26,2,1.6166666666666667,1,1,0
4076,5.0,3,187.0,0.0,28,4,365.98333333333335,0,1,0
4077,4.0,36,273.0,4.0,78,2,92.35,1,1,1
4078,1.0,12,77.0,12.0,49,1,5.933333333333334,1,0,0
4079,2.0,7,104.0,17.0,89,24,4232.733333333334,1,1,0
4081,4.0,13,62.0,11.0,7,2,220.65,1,0,1
4084,4.0,2,79.0,2.0,29,4,279.96666666666664,0,1,1
4085,1.0,3,450.0,1.0,29,5,8.916666666666666,0,1,0
4086,2.0,12,214.0,0.0,188,4,67.25000000000001,0,1,1
4087,1.0,5,0.0,56.0,33,2,340.75,0,0,0
4088,2.0,5,0.0,0.0,24,4,249.11666666666667,0,0,0
4090,4.0,6,139.0,34.0,364,9,2251.083333333333,0,1,1
4091,4.0,6,80.0,0.0,60,8,1266.6833333333334,0,1,0
4093,1.0,8,69.0,34.0,63,3,566.9666666666667,0,0,1
4097,2.0,3,2.0,138.0,76,8,5.233333333333333,0,0,0
4098,2.0,3,171.0,0.0,15,5,0.0,0,0,1
4100,2.0,3,78.0,0.0,72,7,302.5,0,0,0
4101,4.0,21,75.0,0.0,110,4,1124.8166666666666,0,0,0
4103,1.0,14,51.0,2.0,30,8,31.53333333333334,0,1,0
4104,3.0,3,68.0,33.0,168,14,512.3666666666667,0,0,0
4105,7.0,5,32.0,3.0,208,4,10.05,0,0,1
4106,1.0,5,280.0,35.0,32,244,4.6,1,1,0
4107,1.0,3,260.0,6.0,25,4,817.95,0,0,1
4108,6.0,10,838.0,3.0,15,2,7.883333333333335,0,1,0
4109,12.0,2,161.0,13.0,166,6,62.13333333333334,0,1,1
4111,4.0,2,121.0,1.0,25,4,58.8,0,1,0
4112,3.0,4,106.0,3.0,144,8,108.23333333333332,0,0,0
4113,4.0,10,445.0,0.0,85,17,103.3,1,1,0
4114,1.0,5,220.0,9.0,56,9,1246.6166666666666,0,0,0
4115,3.0,4,414.0,43.0,35,7,209.23333333333332,1,0,0
4116,4.0,8,428.0,0.0,67,1,4.333333333333333,1,1,1
4117,2.0,23,628.0,0.0,99,2,19.516666666666666,1,1,0
4119,1.0,12,439.0,0.0,21,36,252.50000000000003,1,0,0
4120,2.0,5,154.0,0.0,51,10,1529.2666666666669,0,1,0
4121,4.0,3,73.0,0.0,139,7,583.0666666666667,0,1,1
4122,4.0,3,260.0,1.0,215,5,790.5166666666668,0,0,1
4123,2.0,4,264.0,0.0,179,12,296.53333333333336,0,0,0
4124,2.0,4,49.0,13.0,7,2,235.8,0,0,0
4125,2.0,7,457.0,0.0,76,6,2559.4,0,0,1
4127,2.0,4,240.0,15.0,20,6,253.76666666666668,0,0,1
4128,4.0,5,98.0,24.0,189,9,634.7,0,0,0
4129,2.0,2,431.0,0.0,151,22,13312.55,0,1,1
4130,1.0,2,228.0,0.0,79,29,1912.15,0,1,0
4132,2.0,3,47.0,16.0,67,5,70.2,0,0,0
4133,2.0,4,128.0,29.0,47,2,707.8333333333335,0,1,0
4134,3.0,3,348.0,0.0,52,3,153.91666666666666,0,1,0
4135,2.0,3,213.0,0.0,2,3,512.9166666666667,0,0,1
4136,2.0,10,243.0,0.0,23,4,17.866666666666667,0,0,0
4137,5.0,2,82.0,1.0,160,12,25.38333333333333,0,1,0
4138,1.0,6,152.0,4.0,90,3,145.06666666666666,0,1,1
4139,3.0,13,163.0,18.0,70,14,3825.183333333333,0,0,1
